,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
357,usinsk,RU,65.9939,57.5281,45.09,94,6,8.48,clear sky
358,nampula,MZ,-15.1165,39.2666,64.35,88,40,5.75,scattered clouds
359,chabahar,IR,25.2919,60.643,81.09,84,24,11.45,few clouds
360,kibala,TD,9.1104,18.3463,73.35,94,20,0.0,few clouds
361,plettenberg bay,ZA,-34.0527,23.3716,58.23,64,100,17.22,overcast clouds
362,nijar,ES,36.9665,-2.206,76.66,61,0,16.11,clear sky
363,arraial do cabo,BR,-22.9661,-42.0278,68.74,84,0,23.09,clear sky
364,ewa beach,US,21.3156,-158.0072,84.09,64,0,16.44,clear sky
365,kahului,US,20.8947,-156.47,86.97,66,4,10.04,clear sky
366,porosozero,RU,62.7191,32.727,56.52,99,100,3.89,overcast clouds
367,kununurra,AU,-15.7667,128.7333,76.98,19,5,10.36,clear sky
368,bayan,CN,46.0833,127.4,67.21,70,0,14.32,clear sky
369,kieta,PG,-6.2167,155.6333,83.52,68,83,4.34,light rain
370,seminole,US,28.7086,-81.2081,82.98,92,100,5.99,overcast clouds
371,onguday,RU,50.75,86.15,60.4,68,83,2.71,broken clouds
372,rocha,UY,-34.4833,-54.3333,53.89,93,100,14.41,light rain
373,lucapa,AO,-8.4192,20.7447,65.7,23,100,2.21,overcast clouds
374,agadez,NE,19.75,10.25,88.48,31,88,6.4,overcast clouds
375,souillac,MU,-20.5167,57.5167,68.38,94,75,3.44,light rain
376,moose factory,CA,51.2585,-80.6094,75.2,56,1,9.22,clear sky
377,statesville,US,35.7826,-80.8873,81.9,49,1,0.0,clear sky
378,jatiroto,ID,-7.8833,111.1167,78.04,78,8,1.61,clear sky
379,namatanai,PG,-3.6667,152.4333,84.24,67,55,6.71,broken clouds
380,rio grande,BR,-32.035,-52.0986,60.87,84,100,9.51,overcast clouds
381,pullman,US,46.7313,-117.1796,72.23,38,100,1.99,overcast clouds
382,huasahuasi,PE,-11.3167,-75.6167,38.86,90,45,2.62,scattered clouds
383,sakakah,SA,29.9697,40.2064,89.17,23,0,8.34,clear sky
384,ballyshannon,IE,54.5,-8.1833,55.62,95,100,10.29,light rain
385,uri,IN,34.0833,74.0333,67.86,84,77,3.0,broken clouds
386,cochrane,CA,51.1834,-114.4687,62.62,59,90,9.22,overcast clouds
387,copiapo,CL,-27.3667,-70.3333,49.69,66,5,1.68,clear sky
388,rawson,AR,-43.3002,-65.1023,44.78,60,0,5.1,clear sky
389,yumen,CN,40.2833,97.2,75.47,19,1,7.45,clear sky
390,ilhabela,BR,-23.7781,-45.3581,64.92,78,1,3.94,clear sky
391,zandvoort,NL,52.3749,4.5341,63.03,84,75,16.11,broken clouds
392,trat,TH,12.5,102.5,82.17,86,100,5.03,overcast clouds
393,gataivai,WS,-13.7736,-172.388,87.62,79,63,23.87,broken clouds
394,prince george,CA,53.9166,-122.753,80.26,39,1,8.05,clear sky
395,bandarbeyla,SO,9.4942,50.8122,75.9,82,24,26.96,few clouds
396,pacific grove,US,36.6177,-121.9166,85.01,85,41,5.01,scattered clouds
397,kizhinga,RU,51.8462,109.9097,63.55,50,4,5.08,clear sky
398,caarapo,BR,-22.6342,-54.8222,68.97,39,4,6.08,clear sky
399,sitka,US,57.0531,-135.33,58.37,85,100,8.68,overcast clouds
400,baykit,RU,61.67,96.37,62.64,75,99,2.33,overcast clouds
401,banjar,ID,-8.19,114.9675,80.46,72,33,1.92,scattered clouds
402,lubao,PH,14.9167,120.55,86.14,72,90,3.24,overcast clouds
403,weyburn,CA,49.6668,-103.8511,79.02,25,1,18.41,clear sky
404,laguna de perlas,NI,12.3429,-83.6712,78.62,88,100,10.02,overcast clouds
405,vila franca do campo,PT,37.7167,-25.4333,72.01,89,40,11.01,scattered clouds
406,pacifica,US,37.6138,-122.4869,86.38,82,54,8.01,broken clouds
407,point pedro,LK,9.8167,80.2333,81.93,80,32,17.85,scattered clouds
408,notre-dame-du-lac,CA,47.6136,-68.7964,63.63,72,99,2.86,overcast clouds
409,turukhansk,RU,65.8167,87.9833,62.65,51,9,5.7,clear sky
410,port lincoln,AU,-34.7333,135.8667,60.17,52,4,18.88,clear sky
411,prince rupert,CA,54.3161,-130.3201,62.29,82,1,4.61,clear sky
412,huarmey,PE,-10.0681,-78.1522,63.43,85,22,11.79,few clouds
413,ridgetown,CA,42.4334,-81.8998,76.86,82,72,9.66,broken clouds
414,ormara,PK,25.2088,64.6357,80.13,80,99,7.31,overcast clouds
415,moron,AR,-34.6534,-58.6198,47.97,98,100,7.0,moderate rain
416,jacareacanga,BR,-6.2222,-57.7528,81.93,40,82,1.99,broken clouds
417,ipira,BR,-12.1583,-39.7372,64.6,96,64,6.15,broken clouds
418,topolobampo,MX,25.6,-109.05,89.11,61,14,7.31,few clouds
419,tessalit,ML,20.1986,1.0114,89.47,33,21,7.54,few clouds
420,jalu,LY,29.0331,21.5482,84.16,28,0,8.97,clear sky
421,naryan-mar,RU,67.6713,53.087,45.97,90,5,1.28,clear sky
422,bayanday,RU,53.0661,105.5139,62.67,50,7,1.45,clear sky
423,caravelas,BR,-17.7125,-39.2481,67.73,84,0,5.17,clear sky
424,longhua,CN,23.6137,114.1919,84.42,79,100,3.33,light rain
425,asau,RO,46.4333,26.4,59.92,63,7,3.31,light rain
426,hasaki,JP,35.7333,140.8333,86.29,83,97,26.44,overcast clouds
427,dakar,SN,14.6937,-17.4441,82.53,83,40,6.91,scattered clouds
428,sao jose do belmonte,BR,-7.8614,-38.7597,68.58,69,70,11.01,broken clouds
429,akdepe,TM,42.0551,59.3788,71.69,25,0,6.93,clear sky
430,port antonio,JM,18.18,-76.4612,84.11,82,30,3.96,scattered clouds
431,kruisfontein,ZA,-34.0033,24.7314,53.08,82,100,10.2,overcast clouds
432,flinders,AU,-34.5833,150.8552,62.2,72,100,8.01,overcast clouds
433,machali,CL,-34.1833,-70.6667,43.25,90,21,1.3,few clouds
434,wau,SS,7.7029,27.9953,69.57,96,100,2.48,overcast clouds
435,xinzhi,CN,36.4989,111.7047,79.41,68,0,2.55,clear sky
436,batemans bay,AU,-35.7167,150.1833,60.19,52,88,4.92,overcast clouds
437,champa,IN,22.05,82.65,80.82,78,99,4.07,overcast clouds
438,sterling,US,39.0062,-77.4286,82.78,70,40,1.01,scattered clouds
439,pombas,CV,17.1503,-25.0201,76.78,93,63,12.53,broken clouds
440,sabang,ID,5.8933,95.3214,82.51,77,100,14.25,moderate rain
441,tura,IN,25.5198,90.2201,75.96,98,96,5.95,overcast clouds
442,tiarei,PF,-17.5333,-149.3333,84.22,75,41,10.45,scattered clouds
443,horta,PT,38.5333,-28.6333,72.14,87,40,15.52,scattered clouds
444,kenai,US,60.5544,-151.2583,55.02,93,100,11.74,moderate rain
445,winslow,US,35.0242,-110.6974,94.96,12,11,3.0,few clouds
446,tilichiki,RU,60.4667,166.1,61.27,44,19,13.22,few clouds
447,valparaiso,CL,-33.0393,-71.6273,49.64,87,20,4.61,few clouds
448,launceston,AU,-41.45,147.1667,54.61,89,90,5.01,overcast clouds
449,penarroya-pueblonuevo,ES,38.3,-5.2667,70.45,26,0,2.91,clear sky
450,tyler,US,32.3513,-95.3011,91.42,67,55,1.01,broken clouds
451,eureka,US,40.8021,-124.1637,69.21,71,2,5.99,clear sky
452,aykhal,RU,66.0,111.5,59.56,69,43,3.74,scattered clouds
453,ambon,ID,-3.6954,128.1814,77.14,100,40,4.61,moderate rain
454,richards bay,ZA,-28.783,32.0377,61.99,62,0,9.28,clear sky
455,raymondville,US,26.4815,-97.7831,89.6,57,0,17.69,clear sky
456,tocopilla,CL,-22.092,-70.1979,61.74,66,12,12.15,few clouds
457,krasnaya gora,RU,52.9995,31.6023,64.31,78,5,2.48,clear sky
458,winnemucca,US,40.973,-117.7357,88.11,10,0,15.75,clear sky
459,westport,US,41.1415,-73.3579,74.57,95,100,1.01,overcast clouds
460,mount isa,AU,-20.7333,139.5,76.77,18,0,13.8,clear sky
461,vardo,NO,70.3705,31.1107,54.45,80,7,6.98,clear sky
462,curitiba,BR,-25.504,-49.2908,62.74,86,20,2.3,few clouds
463,lasa,IT,46.6166,10.7002,57.61,88,72,2.44,broken clouds
464,nova olimpia,BR,-14.7972,-57.2881,76.69,38,14,3.85,few clouds
465,manggar,ID,-2.8833,108.2667,83.01,77,77,9.64,broken clouds
466,aksu,CN,41.1231,80.2644,76.1,41,0,2.35,clear sky
467,pocatky,CZ,49.2602,15.2402,55.22,96,19,1.01,few clouds
468,shanghai,CN,31.2222,121.4581,85.93,69,0,3.0,clear sky
469,maniitsoq,GL,65.4167,-52.9,41.49,85,39,1.54,scattered clouds
470,porto velho,BR,-8.7619,-63.9039,78.85,65,0,0.0,clear sky
471,lyngdal,NO,58.1376,7.07,63.9,85,70,5.06,broken clouds
472,goderich,CA,43.7501,-81.7165,77.56,78,100,6.91,overcast clouds
473,juba,SS,4.8517,31.5825,69.57,95,100,0.67,light rain
474,pasighat,IN,28.0667,95.3333,79.02,99,100,2.68,overcast clouds
475,aswan,EG,24.0934,32.907,94.3,22,0,6.91,clear sky
476,hambantota,LK,6.1241,81.1185,79.14,100,75,6.91,broken clouds
477,varnamo,SE,57.186,14.04,60.76,97,78,7.05,broken clouds
478,purmerend,NL,52.505,4.9597,63.09,88,25,1.01,scattered clouds
479,sibanicu,CU,21.235,-77.5264,75.61,89,6,8.46,clear sky
480,komsomolskiy,UZ,40.4272,71.7189,75.92,33,0,6.91,clear sky
481,silver city,US,32.7701,-108.2803,85.96,29,1,4.0,clear sky
482,maryborough,AU,-25.5333,152.7,63.88,84,95,9.31,light rain
483,flin flon,CA,54.7682,-101.865,63.82,79,5,7.9,clear sky
484,grand gaube,MU,-20.0064,57.6608,68.4,89,73,1.99,moderate rain
485,do gonbadan,IR,30.3586,50.7981,86.09,20,0,0.0,clear sky
486,merauke,ID,-8.4667,140.3333,79.79,78,100,14.63,overcast clouds
487,hofn,IS,64.2539,-15.2082,54.95,80,5,1.48,clear sky
488,ilovlya,RU,49.3033,43.9796,83.5,22,29,12.82,scattered clouds
489,sundumbili,ZA,-29.1337,31.3975,52.11,23,0,5.77,clear sky
490,bantry,IE,51.6833,-9.45,54.88,92,76,4.52,broken clouds
491,ituiutaba,BR,-18.9689,-49.465,67.51,41,97,5.41,overcast clouds
492,katobu,ID,-4.9408,122.5276,81.5,69,29,5.48,scattered clouds
493,erenhot,CN,43.6475,111.9767,68.65,48,0,17.22,clear sky
494,la palma,US,33.8464,-118.0467,99.75,64,0,5.01,clear sky
495,sorata,BO,-15.7667,-68.6333,44.28,90,58,3.69,broken clouds
496,yatou,CN,37.15,122.3833,81.61,64,59,5.68,light rain
497,avera,US,33.194,-82.5271,84.67,73,96,4.59,overcast clouds
498,nakusp,CA,50.2499,-117.8023,58.48,94,100,2.3,overcast clouds
499,terrace,CA,54.5163,-128.6035,69.71,60,75,8.05,broken clouds
500,peniche,PT,39.3558,-9.3811,64.72,90,3,14.81,clear sky
501,marlborough,NZ,-41.6667,173.5,47.07,67,7,9.4,clear sky
502,metes,RO,46.1,23.4167,60.06,53,1,1.92,clear sky
503,ancud,CL,-41.8697,-73.8203,42.33,85,9,4.25,clear sky
504,kampong thum,KH,12.7111,104.8887,81.55,86,100,3.11,overcast clouds
505,road town,VG,18.4167,-64.6167,83.19,77,100,18.99,overcast clouds
506,palmer,US,42.1584,-72.3287,73.9,75,100,2.44,overcast clouds
507,acari,PE,-15.4311,-74.6158,62.94,81,69,5.23,broken clouds
508,cockburn town,TC,21.4612,-71.1419,82.94,77,3,18.92,clear sky
509,awjilah,LY,29.1081,21.2869,83.3,36,0,8.97,clear sky
510,ambulu,ID,-8.345,113.6058,79.74,72,51,4.03,broken clouds
511,yar-sale,RU,66.8333,70.8333,51.98,67,100,15.48,overcast clouds
512,kurilsk,RU,45.2333,147.8833,54.61,79,100,16.13,overcast clouds
513,gizo,SB,-8.103,156.8419,82.62,70,84,4.05,light rain
514,takoradi,GH,4.8845,-1.7554,75.16,90,80,8.81,broken clouds
515,svetlaya,RU,46.5389,138.3297,60.01,90,100,14.79,overcast clouds
516,oriximina,BR,-1.7656,-55.8661,80.42,61,81,3.94,broken clouds
517,forest grove,US,45.5198,-123.1107,78.73,46,0,5.99,clear sky
518,zharkent,KZ,44.1628,80.0,76.53,26,1,3.78,clear sky
519,sao gabriel da cachoeira,BR,-0.1303,-67.0892,72.63,98,59,2.19,light rain
520,harer,ET,9.3094,42.1258,59.74,86,99,0.16,moderate rain
521,bolivar,US,37.6145,-93.4105,82.29,87,50,10.02,scattered clouds
522,mayo,US,38.8876,-76.5119,82.9,83,5,7.9,clear sky
523,pisco,PE,-13.7,-76.2167,61.02,82,0,13.8,clear sky
524,sorong,ID,-0.8833,131.25,82.18,71,99,1.99,overcast clouds
525,daru,PG,-9.0763,143.2092,76.3,90,100,16.67,overcast clouds
526,teahupoo,PF,-17.8333,-149.2667,78.76,76,83,9.53,broken clouds
527,svetlyy,RU,54.675,20.1347,57.25,83,71,7.87,broken clouds
528,rognan,NO,67.0953,15.3878,64.06,88,97,6.49,overcast clouds
529,pueblo nuevo,MX,23.3833,-105.3833,62.38,92,56,0.65,broken clouds
530,san-pedro,CI,4.7485,-6.6363,74.41,91,72,8.84,light rain
531,japura,ID,-0.3167,102.35,81.3,74,66,1.7,broken clouds
532,santa maria,BR,-29.6842,-53.8069,65.5,88,0,3.44,clear sky
533,port macquarie,AU,-31.4333,152.9167,58.96,57,100,6.29,overcast clouds
534,concepcion del oro,MX,24.6333,-101.4167,77.0,28,4,8.95,clear sky
535,guarapari,BR,-20.6667,-40.4975,64.29,87,39,5.57,scattered clouds
536,te anau,NZ,-45.4167,167.7167,39.61,84,41,3.04,scattered clouds
537,sechura,PE,-5.5569,-80.8222,65.19,75,8,18.07,clear sky
538,haines junction,CA,60.7522,-137.5108,60.75,55,100,6.91,overcast clouds
539,grand-lahou,CI,5.1367,-5.0242,74.8,90,75,10.96,light rain
540,nizhneudinsk,RU,54.9076,99.0276,65.28,60,56,2.84,broken clouds
541,hailun,CN,47.45,126.9333,67.1,83,58,5.77,broken clouds
542,snasa,NO,64.2457,12.3778,56.17,93,72,4.52,broken clouds
543,dondo,MZ,-19.6094,34.7431,58.51,93,0,2.48,clear sky
544,belaya gora,RU,68.5333,146.4167,72.84,32,98,9.06,overcast clouds
545,torata,PE,-17.0769,-70.8433,55.36,41,0,0.65,clear sky
546,goure,NE,13.9835,10.2704,80.02,66,81,4.5,broken clouds
547,vriezenveen,NL,52.4083,6.6222,59.14,89,15,13.47,few clouds
548,vernon,CA,50.2581,-119.2691,79.41,64,100,2.3,overcast clouds
549,labuhan,ID,-6.8844,112.2051,80.94,79,36,8.77,scattered clouds
550,severobaykalsk,RU,55.65,109.3167,57.76,61,97,1.86,overcast clouds
551,sistranda,NO,63.7256,8.834,59.9,85,44,7.07,scattered clouds
552,rawah,IQ,34.4816,41.9093,86.27,29,0,9.1,clear sky
553,saint-augustin,CA,51.226,-58.6502,57.61,69,4,3.65,clear sky
554,kushiro,JP,42.975,144.3747,59.95,94,75,12.66,mist
555,zalantun,CN,48.0,122.7167,67.55,97,100,4.83,overcast clouds
556,marzuq,YE,14.4,46.4667,84.0,32,22,5.1,few clouds
557,cabra,ES,37.4725,-4.4421,72.84,45,0,2.93,clear sky
558,valdosta,US,30.8327,-83.2785,82.81,85,91,1.1,overcast clouds
559,srednekolymsk,RU,67.45,153.6833,69.91,37,10,4.59,clear sky
560,kyren,RU,51.6828,102.1408,62.94,67,8,0.81,clear sky
561,artyom,AZ,40.4723,50.333,82.54,74,46,9.82,scattered clouds
562,joshimath,IN,30.5667,79.5667,70.86,89,98,0.47,overcast clouds
563,havoysund,NO,70.9963,24.6622,65.28,68,96,11.12,overcast clouds
564,high level,CA,58.5169,-117.136,59.11,72,90,6.91,overcast clouds
565,rochelle,FR,46.25,-1.0,64.49,72,75,6.91,broken clouds
566,savannah bight,HN,16.45,-85.85,84.25,79,100,22.77,overcast clouds
567,xiaoweizhai,CN,26.1903,107.5125,80.01,80,100,2.42,overcast clouds
568,suhbaatar,MN,50.2314,106.2078,63.05,56,4,4.27,clear sky
569,tumpat,MY,6.1978,102.171,76.98,83,20,3.44,few clouds
570,hashtrud,IR,37.4779,47.0508,71.65,45,32,2.66,scattered clouds
571,rosetta,EG,31.4044,30.4164,80.42,78,0,10.0,clear sky
572,krasnoselkup,RU,65.7,82.4667,59.2,62,11,12.55,few clouds
573,saint-paul,RE,-21.0096,55.2707,68.74,80,11,4.9,few clouds
574,aloleng,PH,16.1307,119.7824,83.32,81,100,12.28,overcast clouds
575,mantua,IT,45.1667,10.7833,72.64,79,0,1.99,clear sky
576,calbuco,CL,-41.768,-73.1273,40.21,73,0,13.38,clear sky
577,balaipungut,ID,1.05,101.2833,77.41,80,7,2.53,clear sky
578,vallenar,CL,-28.5708,-70.7581,51.03,64,0,2.84,clear sky
579,kulhudhuffushi,MV,6.6221,73.07,82.4,73,100,17.0,overcast clouds
580,dharmavaram,IN,14.4333,77.7167,79.38,73,83,12.88,broken clouds
581,severo-yeniseyskiy,RU,60.3725,93.0408,62.74,59,0,3.38,clear sky
582,bulgan,MN,48.8125,103.5347,57.58,69,91,2.64,overcast clouds
583,cairns,AU,-16.9167,145.7667,77.07,84,75,14.97,broken clouds
584,bahia blanca,AR,-38.7196,-62.2724,46.17,81,100,7.92,overcast clouds
585,brae,GB,60.3964,-1.353,57.11,90,99,8.08,overcast clouds
586,corinto,GR,37.9407,22.9573,82.49,58,0,4.56,clear sky
587,baculin,PH,7.4525,126.5842,77.14,86,100,3.24,light rain
588,pedasi,PA,7.5333,-80.0333,79.63,79,100,4.29,overcast clouds
589,cobija,BO,-11.0267,-68.7692,77.81,45,2,1.34,clear sky
590,san cristobal,VE,7.7669,-72.225,73.58,98,100,2.28,overcast clouds
591,buldana,IN,20.5333,76.1833,72.5,90,100,7.27,overcast clouds
592,port shepstone,ZA,-30.7414,30.455,68.72,28,100,9.78,overcast clouds
593,quzhou,CN,28.9594,118.8686,84.33,71,8,4.97,clear sky
594,barcelos,PT,41.5388,-8.6151,62.92,89,100,3.29,overcast clouds
595,chifeng,CN,42.2683,118.9636,70.97,66,100,3.69,overcast clouds
596,meru,KE,0.0463,37.6559,58.42,80,70,3.09,broken clouds
597,macas,EC,-2.3167,-78.1167,67.96,94,78,1.74,broken clouds
598,stokmarknes,NO,68.5646,14.9108,64.49,74,100,5.88,overcast clouds
599,znamenskoye,RU,57.1281,73.8282,62.13,94,100,4.18,overcast clouds
600,sucua,EC,-2.4667,-78.1667,68.04,95,43,2.48,scattered clouds
601,huilong,CN,31.8111,121.655,86.04,70,92,4.43,overcast clouds
602,sand,DE,50.0,10.6,53.11,95,75,3.8,broken clouds
603,linden,GY,6.0,-58.3,78.94,97,99,2.53,overcast clouds
604,boa vista,BR,2.8197,-60.6733,80.58,78,20,2.3,few clouds
605,porto novo,BJ,6.4965,2.6036,76.82,92,91,8.59,light rain
606,bokoro,TD,12.3807,17.0568,75.11,84,100,6.49,overcast clouds
607,tall kayf,TR,37.0833,41.0667,79.99,29,0,9.22,clear sky
608,north bend,US,43.4065,-124.2243,68.92,69,0,16.67,clear sky
609,monte alegre de minas,BR,-18.8706,-48.8808,70.45,44,35,7.34,scattered clouds
610,birin,NP,26.8865,88.0718,66.96,88,67,0.69,broken clouds
611,ammon,US,43.4696,-111.9666,85.41,18,0,21.3,clear sky
612,meybod,IR,32.2501,54.0166,82.42,15,6,4.38,clear sky
613,muscat,OM,23.6139,58.5922,85.96,77,38,5.01,scattered clouds
614,linxia,CN,35.6003,103.2064,69.58,46,64,0.96,broken clouds
615,los llanos de aridane,ES,28.6585,-17.9182,68.13,90,90,6.91,overcast clouds
616,indramayu,ID,-6.3264,108.32,82.15,74,85,9.53,overcast clouds
617,miles city,US,46.4083,-105.8406,98.76,13,79,10.71,broken clouds
618,grivenskaya,RU,45.6473,38.176,68.72,89,100,5.79,overcast clouds
619,leshukonskoye,RU,64.8989,45.7622,52.68,75,100,3.91,light rain
620,domoni,KM,-12.2569,44.5319,73.85,74,0,6.6,clear sky
621,lompoc,US,34.6391,-120.4579,78.21,76,10,5.01,clear sky
622,plymouth,US,41.8334,-70.8328,75.02,83,100,3.09,overcast clouds
623,mankapur,IN,27.0333,82.2333,79.16,86,100,4.85,overcast clouds
624,cardston,CA,49.2,-113.3019,53.46,93,100,8.05,light rain
625,dubbo,AU,-32.25,148.6167,62.73,55,61,14.97,broken clouds
626,matagami,CA,49.7502,-77.6328,68.11,68,20,6.91,few clouds
627,kalengwa,ZM,-13.4659,25.0027,53.26,47,0,5.28,clear sky
628,baykalsk,RU,51.5058,104.1469,60.84,65,14,1.07,few clouds
629,boca do acre,BR,-8.7522,-67.3978,79.11,41,0,2.21,clear sky
630,gat,IL,31.61,34.7642,79.48,85,0,0.36,clear sky
631,belmonte,BR,-15.8631,-38.8828,73.9,83,33,9.57,scattered clouds
632,kalmunai,LK,7.4167,81.8167,78.49,82,64,3.31,broken clouds
633,zhangye,CN,38.9342,100.4517,77.04,28,4,6.51,clear sky
634,nerchinskiy zavod,RU,51.3088,119.61,63.97,95,100,3.15,moderate rain
635,igrim,RU,63.1906,64.4162,55.62,95,100,8.97,light rain
636,heihe,CN,50.2441,127.4902,59.58,79,100,7.94,overcast clouds
637,chimore,BO,-16.9833,-65.1333,75.51,49,40,3.04,scattered clouds
638,san jeronimo,PE,-11.9472,-75.2829,49.75,69,0,5.7,clear sky
639,cananeia,BR,-25.0147,-47.9267,63.09,91,34,3.4,scattered clouds
640,ocos,GT,14.5094,-92.1933,82.31,78,100,6.11,overcast clouds
641,sun city west,US,33.662,-112.3413,107.31,23,0,7.0,clear sky
642,erdenet,MN,49.0333,104.0833,57.07,68,100,3.22,overcast clouds
643,vanimo,PG,-2.6741,141.3028,80.38,82,98,6.76,overcast clouds
644,hokitika,NZ,-42.7167,170.9667,44.82,59,0,3.49,clear sky
645,porto santo,PT,33.072,-16.3415,69.71,73,20,8.05,few clouds
646,biltine,TD,14.5333,20.9167,73.98,78,100,8.68,overcast clouds
647,honningsvag,NO,70.9821,25.9704,55.26,73,60,13.69,broken clouds
648,shima,CN,24.4478,117.8111,84.22,81,100,3.49,light rain
649,conde,BR,-7.2597,-34.9075,74.66,83,75,8.05,broken clouds
650,havre-saint-pierre,CA,50.2334,-63.5986,57.2,82,1,5.75,clear sky
651,mogadishu,SO,2.0371,45.3438,76.06,87,100,18.61,light rain
652,karasjok,NO,69.4719,25.5112,57.31,77,100,10.2,overcast clouds
653,kuryk,KZ,43.2,51.65,88.16,27,89,11.48,overcast clouds
654,mayor pablo lagerenza,PY,-19.9309,-60.7718,79.25,33,3,8.01,clear sky
655,puerto escondido,MX,15.85,-97.0667,81.32,82,100,4.74,overcast clouds
656,praya,CV,14.9215,-23.5087,79.34,83,20,3.44,few clouds
657,abbeville,FR,50.1,1.8333,62.56,88,100,7.43,overcast clouds
658,nichinan,JP,31.6,131.3667,85.68,73,16,17.18,few clouds
659,virginia beach,US,36.8529,-75.978,77.05,84,40,4.61,scattered clouds
660,inta,RU,66.0317,60.1659,47.98,96,100,4.92,overcast clouds
661,kozan,TR,37.4552,35.8157,72.5,60,4,4.52,clear sky
662,shagonar,RU,51.5333,92.8,61.97,73,76,0.78,broken clouds
663,dong hoi,VN,17.4833,106.6,88.97,65,100,8.86,overcast clouds
664,santa marta,CO,11.2408,-74.199,84.97,67,100,13.0,overcast clouds
665,mimongo,GA,-1.6195,11.6068,65.34,97,28,2.37,scattered clouds
666,tarakan,ID,3.3,117.6333,80.1,89,40,5.75,scattered clouds
667,porto belo,BR,-27.1578,-48.5531,64.38,93,1,6.49,clear sky
668,ishigaki,JP,24.3448,124.1572,84.33,89,75,4.61,broken clouds
669,le port,RE,-20.9373,55.2919,68.61,78,15,6.51,few clouds
670,neiafu,TO,-18.65,-173.9833,79.48,73,75,8.05,broken clouds
671,balykshi,KZ,47.0667,51.8667,78.8,36,0,15.66,clear sky
672,guerrero negro,MX,27.9769,-114.0611,73.94,74,0,16.44,clear sky
673,bueno brandao,BR,-22.4408,-46.3508,58.48,56,90,4.45,overcast clouds
674,nemuro,JP,43.3236,145.575,57.63,86,100,25.32,overcast clouds
675,kashi,CN,39.4547,75.9797,69.01,52,0,6.71,clear sky
676,shahapur,IN,19.45,73.3333,80.08,92,100,3.09,overcast clouds
677,iracoubo,GF,5.4802,-53.2011,78.82,84,99,11.88,overcast clouds
678,gabrovo,BG,42.8747,25.3342,67.14,73,0,3.2,clear sky
679,kingston,JM,17.997,-76.7936,83.35,81,20,1.01,few clouds
680,bonfim,BR,3.0833,-59.95,76.3,89,100,1.19,heavy intensity rain
681,matay,EG,28.419,30.7792,79.65,50,0,10.4,clear sky
682,russell,US,32.3502,-85.1999,82.9,56,47,1.61,scattered clouds
